# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-g" "Parent" "-a" "/home/benjamin/genome_assembly/PST79/FALCON/p_assemblies/v9_1/032017_assembly/Pst_104E_v12_h_ctg.anno.gff3" "-G" "/home/benjamin/genome_assembly/PST79/FALCON/p_assemblies/v9_1/032017_assembly/Pst_104E_v12_h_ctg.fa" "-o" "Pst_104E_v12_h_ctg.in_house.STAR.featureCounts.txt" "-p" "GS_DG_S12412_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam" "GS_DG_S18112_CGATGT_L001_R1_001Aligned.sortedByCoord.out.bam" "GS_DG_S22312_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H17412_TGACCA_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H1_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H2_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_4_GTGAAA_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_5_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_6_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_7_TAGCTT_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_8_GGCTAC_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_9_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG_10_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG1_CGATGT_L003_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG2_TGACCA_L003_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_1_ACAGTG_L001_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_2_GCCAAT_L001_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_3_CTTGTA_L001_R1_001Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	GS_DG_S12412_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam	GS_DG_S18112_CGATGT_L001_R1_001Aligned.sortedByCoord.out.bam	GS_DG_S22312_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H17412_TGACCA_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H1_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H2_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_4_GTGAAA_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_5_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_6_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_7_TAGCTT_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_8_GGCTAC_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_9_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam	IT9_DG_10_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam	IT9_DG1_CGATGT_L003_R1_001Aligned.sortedByCoord.out.bam	IT9_DG2_TGACCA_L003_R1_001Aligned.sortedByCoord.out.bam	UG_DG_1_ACAGTG_L001_R1_001Aligned.sortedByCoord.out.bam	UG_DG_2_GCCAAT_L001_R1_001Aligned.sortedByCoord.out.bam	UG_DG_3_CTTGTA_L001_R1_001Aligned.sortedByCoord.out.bam
evm.model.hcontig_042_168.11	hcontig_042_168;hcontig_042_168;hcontig_042_168	33292;33452;33567	33385;33500;33609	-;-;-	186	21524	27048	29165	10	258	205	0	0	1	3	3	3	1	0	2	12849	11910	11479
evm.model.hcontig_042_168.18	hcontig_042_168	44275	44529	+	255	236	268	306	8	25	12	0	0	0	13	23	15	147	1051	400	87	80	106
evm.model.hcontig_042_168.19	hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168	44541;44822;45002;45276;45578	44755;44939;45205;45500;45844	+;+;+;+;+	1029	1144	1376	1283	501	1036	418	0	0	0	75	85	71	556	3933	1343	475	406	497
evm.model.hcontig_042_168.21	hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168	50132;50312;50583;50774	50204;50502;50697;51402	-;-;-;-	1008	1816	1732	1912	475	1119	463	0	0	0	46	140	47	434	838	382	724	464	568
evm.model.hcontig_042_168.20	hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168	46049;46385;46646;47157;47306	46311;46580;47078;47228;47733	+;+;+;+;+	1392	995	744	1094	77	262	78	0	0	0	51	68	64	360	833	453	469	436	407
evm.model.hcontig_042_168.3	hcontig_042_168;hcontig_042_168	8750;9256	9102;9370	-;-	468	65	78	110	97	276	147	0	0	0	94	63	91	253	1126	470	42	35	40
evm.model.hcontig_042_168.9	hcontig_042_168;hcontig_042_168	28925;29034	28938;30201	+;+	1182	155	172	174	202	446	202	0	0	1	601	171	544	920	6962	3745	22	16	26
evm.model.hcontig_042_168.16	hcontig_042_168	41862	43199	+	1338	1002	837	1176	4	13	5	0	1	0	86	123	88	597	5263	1801	359	305	349
evm.model.hcontig_042_168.17	hcontig_042_168;hcontig_042_168;hcontig_042_168	43318;43417;43555	43337;43477;43836	+;+;+	363	443	414	506	10	26	15	0	0	0	40	42	30	245	1958	696	140	115	158
evm.model.hcontig_042_168.10	hcontig_042_168;hcontig_042_168;hcontig_042_168	31166;31317;31435	31250;31365;31477	-;-;-	177	37679	49010	50650	13	424	365	0	2	5	3	2	4	3	2	4	22907	20453	19516
evm.model.hcontig_042_168.4	hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168	10704;10813;10918;11060;11244;11361;11463;11747;11980;12214;12415;13067	10746;10852;10971;11077;11267;11401;11546;11894;12122;12351;12972;13260	+;+;+;+;+;+;+;+;+;+;+;+	1485	3201	3104	3396	95	213	119	0	0	1	84	91	81	248	949	440	1283	1096	1141
evm.model.hcontig_042_168.5	hcontig_042_168;hcontig_042_168	15656;16039	15970;16044	+;+	321	1	1	1	13	35	13	0	0	0	0	0	0	4	5	1	0	0	0
evm.model.hcontig_042_168.6	hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168	17165;17320;17467;17721;17856;17954;18269;18634;18742;18953;19051;19186	17238;17384;17652;17785;17879;18193;18539;18661;18856;18975;19096;19467	-;-;-;-;-;-;-;-;-;-;-;-	1419	3	2	1	512	1508	511	0	0	0	133	68	105	161	433	438	3	3	0
evm.model.hcontig_042_168.7	hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168	21397;21509;21657;21993	21436;21556;21916;22448	-;-;-;-	804	382	393	385	104	376	153	0	0	0	175	107	158	505	2036	1058	162	130	180
evm.model.hcontig_042_168.1	hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168	1186;1424;1763;2729;5968;6125	1341;1684;2663;5546;6043;6142	-;-;-;-;-;-	4230	423	323	471	0	0	0	0	0	0	13	77	10	257	778	237	153	141	178
evm.model.hcontig_042_168.8	hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168	25054;25243;25645;26679;26964;27707;27829	25065;25358;26580;26882;27644;27761;27891	+;+;+;+;+;+;+	2067	44	124	131	19	34	14	0	0	0	8	9	3	216	1099	226	84	101	84
evm.model.hcontig_042_168.2	hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168;hcontig_042_168	7197;7440;7736;7999;8122	7318;7649;7919;8035;8240	-;-;-;-;-	672	2	7	11	5	27	28	0	0	0	2	1	3	5	15	8	2	3	4
evm.model.hcontig_020_169.10	hcontig_020_169	51397	52011	-	615	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_169.5	hcontig_020_169;hcontig_020_169	36874;37380	37224;37397	-;-	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_020_169.4	hcontig_020_169;hcontig_020_169;hcontig_020_169;hcontig_020_169	23638;23878;24027;24417	23739;23954;24337;25384	-;-;-;-	1458	2466	2185	2588	255	656	243	0	0	0	287	290	281	1026	4006	1667	1228	846	1151
evm.model.hcontig_020_169.1	hcontig_020_169;hcontig_020_169;hcontig_020_169	1868;2180;4009	2109;3922;4708	-;-;-	2685	2241	1930	2543	239	618	249	0	0	0	262	242	260	882	3547	1523	1219	762	1138
evm.model.hcontig_020_169.3	hcontig_020_169	21480	22544	+	1065	19	53	73	3	7	1	0	0	0	1	2	4	39	64	26	9	7	5
evm.model.hcontig_020_169.7	hcontig_020_169;hcontig_020_169;hcontig_020_169;hcontig_020_169;hcontig_020_169;hcontig_020_169;hcontig_020_169;hcontig_020_169;hcontig_020_169;hcontig_020_169;hcontig_020_169	42652;42871;43018;43428;43547;43654;43909;44176;44525;44736;44841	42717;42891;43260;43451;43583;43757;44083;44458;44643;44764;45266	+;+;+;+;+;+;+;+;+;+;+	1527	0	0	0	65	117	41	0	0	0	0	0	0	58	80	9	0	2	0
evm.model.hcontig_020_169.6	hcontig_020_169	38259	38606	-	348	4	7	15	18	46	11	0	0	0	5	1	3	19	65	36	11	11	3
evm.model.hcontig_058_175.7	hcontig_058_175;hcontig_058_175;hcontig_058_175	17992;18160;18366	18072;18260;18516	-;-;-	333	1	2	4	1	6	2	0	0	0	0	1	0	9	8	3	0	0	0
evm.model.hcontig_058_175.13	hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175	30962;31125;31234;31443	31029;31154;31350;31548	-;-;-;-	321	0	0	0	17	31	13	0	0	0	3	0	4	20	21	12	1	0	0
evm.model.hcontig_058_175.12	hcontig_058_175;hcontig_058_175	29579;29869	29772;30013	-;-	339	0	0	0	35	56	29	0	0	0	5	1	5	12	32	13	0	0	0
evm.model.hcontig_058_175.11	hcontig_058_175;hcontig_058_175	28662;29237	29152;29567	-;-	822	0	0	0	123	347	151	0	0	0	9	1	6	34	62	32	0	0	0
evm.model.hcontig_058_175.10	hcontig_058_175	21976	22659	+	684	289	236	293	37	108	27	0	0	0	28	68	37	250	696	324	121	165	124
evm.model.hcontig_058_175.17	hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175	41138;41334;42039;42146;42839	41258;41975;42064;42770;43203	-;-;-;-;-	1779	1653	1032	1601	26	194	60	0	0	0	77	207	60	469	1856	888	714	434	691
evm.model.hcontig_058_175.16	hcontig_058_175;hcontig_058_175;hcontig_058_175	40188;40418;40660	40351;40547;41091	-;-;-	726	1047	774	994	114	407	133	0	0	0	34	90	45	223	1007	516	441	299	390
evm.model.hcontig_058_175.15	hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175	36418;36540;36740;36885;37055;37225;37405;37599;37790;38183;38350	36449;36633;36802;36974;37144;37275;37470;37661;38043;38255;38445	+;+;+;+;+;+;+;+;+;+;+	972	4	5	7	3182	3181	310	0	1	1	132	19570	134	10753	6355	3028	5	10	2
evm.model.hcontig_058_175.14	hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175	33974;34257;34490;34688;34914	34137;34376;34592;34825;35261	+;+;+;+;+	873	2028	2247	2651	323	734	360	0	0	0	232	193	203	692	2385	1159	823	705	840
evm.model.hcontig_058_175.19	hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175	44308;44764;45472;48054;49419	44674;45373;47973;49343;50691	-;-;-;-;-	6042	741	419	803	11	38	15	0	0	0	36	90	42	249	1072	507	352	219	352
evm.model.hcontig_058_175.9	hcontig_058_175;hcontig_058_175;hcontig_058_175	20918;21093;21310	21021;21242;21772	+;+;+	717	229	187	267	13	37	13	0	0	0	32	59	36	243	587	278	109	115	93
evm.model.hcontig_058_175.8	hcontig_058_175;hcontig_058_175;hcontig_058_175	20044;20327;20766	20263;20693;20892	-;-;-	714	656	627	796	194	351	131	0	0	0	45	71	56	243	593	317	317	223	270
evm.model.hcontig_058_175.6	hcontig_058_175	14392	14871	+	480	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
evm.model.hcontig_058_175.5	hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175	9866;10093;10281;10411;10822;11141;11738;12340	9962;10206;10316;10740;11049;11623;12265;12956	+;+;+;+;+;+;+;+	2433	0	0	0	81	110	48	0	0	0	58	8	63	21	87	153	0	0	0
evm.model.hcontig_058_175.4	hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175	6903;7042;7295;7450;7696;8152;8402	6965;7198;7377;7616;8069;8320;8549	+;+;+;+;+;+;+	1161	7	6	7	0	2	2	0	0	0	1	1	1	2	7	8	3	0	3
evm.model.hcontig_058_175.3	hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175;hcontig_058_175	2882;3353;3523;3645;3758;3911;4024;4219;4357;4508;4637;4839;4984	3078;3418;3562;3667;3822;3957;4136;4284;4396;4530;4710;4885;5118	+;+;+;+;+;+;+;+;+;+;+;+;+	936	2186	2127	2409	139	273	137	0	0	0	137	130	98	262	842	561	544	428	551
evm.model.hcontig_058_175.2	hcontig_058_175;hcontig_058_175	1523;1859	1780;2320	-;-	720	4638	5173	5394	180	531	192	0	0	1	128	87	135	343	1253	645	2403	1907	2536
evm.model.hcontig_058_175.1	hcontig_058_175;hcontig_058_175;hcontig_058_175	74;263;613	117;513;683	+;+;+	366	42	73	63	10	18	5	0	0	0	5	5	2	50	57	20	55	71	60
evm.model.hcontig_058_175.18	hcontig_058_175	43427	44182	-	756	726	404	735	7	43	22	0	0	0	31	100	29	215	941	435	329	217	254
evm.model.hcontig_047_178.9	hcontig_047_178;hcontig_047_178;hcontig_047_178	43220;43373;44691	43304;44542;45361	+;+;+	1926	0	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0
evm.model.hcontig_047_178.6	hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178	29306;29545;29741;30591	29423;29658;30460;31306	+;+;+;+	1668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_047_178.7	hcontig_047_178;hcontig_047_178;hcontig_047_178	33806;34006;34190	33881;34119;34926	+;+;+	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_047_178.4	hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178	10226;10835;11108;11368;11564;11759;12605;12843;13026;13407;13529;13934;14111;14314;14454;14704	10756;11033;11298;11479;11685;12527;12749;12922;13332;13458;13860;14026;14233;14363;14622;16738	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5310	1264	1165	1587	196	563	186	0	0	1	94	146	97	554	2513	1170	680	605	612
evm.model.hcontig_047_178.5	hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178	24072;24261;24767;24958	24182;24689;24887;25919	+;+;+;+	1623	580	523	604	16	37	13	0	0	0	9	21	19	85	437	208	334	292	411
evm.model.hcontig_047_178.8	hcontig_047_178	36087	36626	+	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_047_178.2	hcontig_047_178	6812	7300	-	489	0	1	0	0	5	1	0	0	0	0	0	0	2	3	0	0	0	0
evm.model.hcontig_047_178.3	hcontig_047_178;hcontig_047_178;hcontig_047_178;hcontig_047_178	7372;7672;8554;8779	7544;8469;8667;8830	-;-;-;-	1137	1	1	0	1	6	1	0	0	0	0	0	0	3	3	3	0	1	0
evm.model.hcontig_047_178.10	hcontig_047_178;hcontig_047_178;hcontig_047_178	46830;47100;47451	47002;47370;47747	+;+;+	741	0	3	1	3	17	6	0	0	0	0	0	0	81	53	0	6	4	6
evm.model.hcontig_047_178.11	hcontig_047_178;hcontig_047_178	48221;48371	48260;48573	-;-	243	0	2	3	17	53	17	0	0	0	1	2	0	4	11	8	5	1	4
evm.model.hcontig_001_180.1	hcontig_001_180;hcontig_001_180;hcontig_001_180;hcontig_001_180;hcontig_001_180	382;731;921;1616;1812	642;832;1517;1661;1945	-;-;-;-;-	1140	274	299	338	112	249	86	0	0	0	52	68	40	214	702	259	195	134	165
evm.model.hcontig_001_180.3	hcontig_001_180;hcontig_001_180;hcontig_001_180	5173;5381;5538	5296;5460;5606	+;+;+	273	0	0	0	14	31	13	0	0	0	1	1	2	122	202	18	0	0	0
evm.model.hcontig_001_180.2	hcontig_001_180;hcontig_001_180;hcontig_001_180;hcontig_001_180	2850;3111;3202;3358	2980;3119;3280;3414	+;+;+;+	276	0	1	5	91	165	73	0	0	0	3	6	5	69	76	75	7	2	7
evm.model.hcontig_001_180.5	hcontig_001_180;hcontig_001_180;hcontig_001_180	12765;12982;13139	12897;13061;13198	+;+;+	273	0	0	0	0	3	2	0	0	0	0	0	0	7	2	5	0	0	1
evm.model.hcontig_001_180.4	hcontig_001_180;hcontig_001_180;hcontig_001_180	6864;7096;7253	7005;7175;7309	+;+;+	279	0	2	0	106	146	41	0	0	0	7	0	2	102	560	98	1	0	1
evm.model.hcontig_001_180.7	hcontig_001_180;hcontig_001_180;hcontig_001_180	16090;16311;16474	16219;16387;16530	+;+;+	264	0	1	0	13	15	9	0	0	0	1	0	0	77	89	4	0	2	0
evm.model.hcontig_001_180.6	hcontig_001_180;hcontig_001_180;hcontig_001_180	14443;14670;14827	14578;14749;14883	+;+;+	273	5	10	13	166	223	58	0	0	0	3	0	1	68	482	86	4	1	5
evm.model.hcontig_001_180.9	hcontig_001_180;hcontig_001_180;hcontig_001_180;hcontig_001_180;hcontig_001_180;hcontig_001_180;hcontig_001_180;hcontig_001_180;hcontig_001_180	20577;20847;21179;21604;21837;21988;22499;22654;22804	20772;21106;21529;21747;21926;22430;22559;22712;22828	+;+;+;+;+;+;+;+;+	1629	2054	1442	1924	327	821	300	0	0	0	929	1174	934	3061	12892	6075	554	552	520
evm.model.hcontig_001_180.11	hcontig_001_180;hcontig_001_180;hcontig_001_180	29039;29267;30374	29201;30311;30383	-;-;-	1218	0	0	1	1	5	2	0	0	0	0	0	4	0	22	19	0	2	0
evm.model.hcontig_001_180.10	hcontig_001_180;hcontig_001_180	28217;28674	28588;28829	-;-	528	0	0	0	5	14	8	0	0	0	1	0	1	0	4	8	0	0	0
evm.model.hcontig_001_180.8	hcontig_001_180;hcontig_001_180;hcontig_001_180	17553;18962;19566	18889;19483;19686	-;-;-	1980	850	645	922	79	196	82	0	0	0	115	113	101	473	1821	903	210	181	190
evm.model.hcontig_016_124.24	hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124	82374;82465;82626;83050;83293;83474;83592	82387;82557;82988;83226;83399;83494;83830	-;-;-;-;-;-;-	1014	0	2	1	3	2	2	0	0	0	3	0	3	14	1898	397	0	0	1
evm.model.hcontig_016_124.25	hcontig_016_124;hcontig_016_124;hcontig_016_124	85626;85800;86268	85691;86198;86276	-;-;-	474	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0
evm.model.hcontig_016_124.26	hcontig_016_124	88196	88513	-	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_016_124.20	hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124	66115;66273;66486;66625	66202;66380;66530;67025	+;+;+;+	642	272	263	340	1	2	0	0	0	0	13	7	8	55	138	60	82	69	83
evm.model.hcontig_016_124.21	hcontig_016_124;hcontig_016_124	67952;68116	68021;68993	+;+	948	59	69	81	0	2	1	0	0	0	1	2	0	1	2	2	13	12	19
evm.model.hcontig_016_124.28	hcontig_016_124;hcontig_016_124	93315;93899	93802;93953	-;-	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_016_124.23	hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124	78874;79180;79464;80351	79081;79318;80118;80767	-;-;-;-	1419	548	480	614	18	81	22	0	0	0	66	79	66	361	1065	365	206	176	233
evm.model.hcontig_016_124.19	hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124	58999;59124;59249;59499;59637;59738;60078;60226;60385;60647;61543;62194;62358;62908;63432;64131;64971;65104	59019;59154;59394;59573;59651;59976;60152;60312;60557;61456;62119;62290;62826;63366;64029;64881;65011;65326	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4887	951	707	838	163	477	147	1	0	0	110	369	118	926	2621	1046	306	257	261
evm.model.hcontig_016_124.18	hcontig_016_124;hcontig_016_124	54806;54914	54845;55971	+;+	1098	4	2	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
evm.model.hcontig_016_124.4	hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124	10087;10573;10797;11060;11298;11692;11952	10445;10684;10961;11167;11528;11863;12427	+;+;+;+;+;+;+	1623	1777	1527	1625	196	576	228	0	0	2	85	196	79	771	1860	813	1216	675	950
evm.model.hcontig_016_124.7	hcontig_016_124	16285	16575	+	291	0	0	0	28	49	26	0	0	0	1	2	0	4	30	23	0	0	0
evm.model.hcontig_016_124.6	hcontig_016_124	14903	15418	+	516	0	0	0	2	9	10	0	0	0	6	1	4	7	49	32	0	0	0
evm.model.hcontig_016_124.5	hcontig_016_124;hcontig_016_124;hcontig_016_124	12737;12933;13009	12748;12938;13302	+;+;+	312	108	121	98	108	254	112	0	0	0	5	10	2	32	109	39	37	24	34
evm.model.hcontig_016_124.3	hcontig_016_124;hcontig_016_124	3459;3559	3483;4724	+;+	1191	51	65	71	59	177	62	0	0	0	27	57	25	142	431	151	44	44	41
evm.model.hcontig_016_124.2	hcontig_016_124;hcontig_016_124	2297;3230	3153;3254	-;-	882	142	130	155	5	17	11	0	0	0	16	18	16	83	267	89	85	95	69
evm.model.hcontig_016_124.10	hcontig_016_124;hcontig_016_124	24503;24631	24532;24834	-;-	234	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
evm.model.hcontig_016_124.13	hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124	36170;36305;36502;36742;36848;36956;37063;37460;37599;37780;37879;38050;38255	36234;36409;36658;36778;36875;36984;37372;37499;37683;37809;37923;38140;38321	+;+;+;+;+;+;+;+;+;+;+;+;+	1089	4036	3260	4125	85	211	125	0	1	1	89	146	64	542	1106	447	2782	2772	2470
evm.model.hcontig_016_124.12	hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124	33528;34945;35437;35626	34878;35366;35556;35760	+;+;+;+	2028	1604	1491	1511	194	422	189	0	0	0	63	134	69	537	1106	366	1065	978	983
evm.model.hcontig_016_124.11	hcontig_016_124;hcontig_016_124;hcontig_016_124	32023;32235;32389	32152;32305;32448	+;+;+	261	0	0	2	0	1	0	0	0	0	1	0	0	4	9	1	0	0	0
evm.model.hcontig_016_124.15	hcontig_016_124;hcontig_016_124	43024;43151	43066;44061	+;+	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_016_124.14	hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124;hcontig_016_124	40364;40522;40733;40912;41125;41848	40432;40644;40835;41055;41772;41933	+;+;+;+;+;+	1173	2	1	2	107	159	52	0	0	0	0	0	0	3355	3040	0	28	21	26
evm.model.hcontig_016_124.17	hcontig_016_124;hcontig_016_124	50746;50868	50785;53182	+;+	2355	1	0	2	15	55	31	0	0	0	2	1	3	3	20	13	1	0	2
evm.model.hcontig_016_124.27	hcontig_016_124	91648	91962	-	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_048_125.7	hcontig_048_125;hcontig_048_125	38525;38902	38836;39003	+;+	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_048_125.3	hcontig_048_125;hcontig_048_125;hcontig_048_125;hcontig_048_125;hcontig_048_125;hcontig_048_125	13979;14141;14421;14586;14822;14930	14069;14341;14495;14733;14861;15406	+;+;+;+;+;+	1032	1817	1593	1949	65	255	91	0	0	0	132	182	137	580	1771	707	1189	737	1068
evm.model.hcontig_048_125.2	hcontig_048_125;hcontig_048_125;hcontig_048_125	4200;4310;4422	4235;4357;4754	+;+;+	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_048_125.1	hcontig_048_125;hcontig_048_125	228;3630	1483;3645	-;-	1272	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
evm.model.hcontig_048_125.8	hcontig_048_125;hcontig_048_125;hcontig_048_125	49631;50563;50731	50491;50640;51018	+;+;+	1227	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_048_125.18	hcontig_048_125;hcontig_048_125;hcontig_048_125;hcontig_048_125;hcontig_048_125;hcontig_048_125;hcontig_048_125	85036;85286;85480;85670;85972;86219;86372	85212;85385;85590;85866;86151;86283;86522	-;-;-;-;-;-;-	981	2168	1929	2399	328	635	256	0	0	0	192	193	179	674	2240	976	1138	739	1029
evm.model.hcontig_048_125.11	hcontig_048_125	60784	61089	+	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_048_125.10	hcontig_048_125;hcontig_048_125	55205;58211	58118;58917	-;-	3621	2026	1916	2248	235	610	222	0	0	0	266	336	231	940	3825	1973	540	367	526
evm.model.hcontig_048_125.17	hcontig_048_125;hcontig_048_125	76872;77010	76948;78036	+;+	1104	607	540	579	19	22	9	0	0	0	26	61	28	235	732	294	255	181	275
evm.model.hcontig_048_125.16	hcontig_048_125;hcontig_048_125;hcontig_048_125;hcontig_048_125;hcontig_048_125;hcontig_048_125	72545;72696;72922;73093;73289;73409	72594;72808;73012;73192;73323;73439	-;-;-;-;-;-	420	547	542	688	152	264	128	0	0	0	92	119	82	393	951	302	190	176	277
evm.model.hcontig_048_125.15	hcontig_048_125;hcontig_048_125;hcontig_048_125	69281;70505;70792	69978;70714;71119	-;-;-	1236	1338	1290	1538	307	840	286	0	0	1	163	354	163	1049	2721	1073	553	469	542
evm.model.hcontig_048_125.14	hcontig_048_125	63717	64247	+	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
